waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_LHA,TRT_EU_FOR,T,BG	: 	1356 	0 	0 	0 	4 	0 	0 	5 	0 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,CY	: 	837 	694 	968 	253 	321 	364 	114 d	44 	0 	: 	: 	3450 	3020 
EE_LHA,TRT_EU_FOR,T,CZ	4848 	6690 	7480 	2839 	3294 	1434 	3117 	3426 	3770 	3648 	2681 	1771 	: 	: 
EE_LHA,TRT_EU_FOR,T,DE	429 	504 	2830 	40839 	11757 	14135 	1704 	4204 	6382 	517 	783 	4397 	3235 	: 
EE_LHA,TRT_EU_FOR,T,DK	2841 	12381 	10698 	5046 	1355 	4129 	2999 	3370 	2254 	3 	4451 	14030 	11330 	: 
EE_LHA,TRT_EU_FOR,T,EE	1771 	818 	985 	1419 	1254 	939 	659 	1099 	430 	870 	424 	2342 	1918 	: 
EE_LHA,TRT_EU_FOR,T,EL	0 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_EU_FOR,T,ES	0 	1171 	295 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,EU27_2020	: 	: 	: 	111081 	82295 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,EU28	: 	: 	: 	111081 	82295 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,FI	2183 	2871 	3097 	5221 	6273 	5298 	4344 	5096 	2417 	2019 	3012 	122 	0 	0 
EE_LHA,TRT_EU_FOR,T,FR	8428 	8201 	3284 	276 	0 	0 	0 	0 	0 	0 	1401 	266 	0 	: 
EE_LHA,TRT_EU_FOR,T,HR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,HU	: 	16876 	21053 	17794 	18560 	18653 	17266 	13023 	10850 	10131 	10201 	5984 	3800 	3335 
EE_LHA,TRT_EU_FOR,T,IE	13288 	13070 	13076 	11356 	14374 	10182 	12180 	12796 	13291 	14660 	17126 	5390 	: 	: 
EE_LHA,TRT_EU_FOR,T,IS	: 	2537 	1752 	1410 	2179 	1236 	1315 	960 	759 	370 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,IT	: 	: 	: 	387 	207 	: 	: 	: 	: 	: 	: 	: 	0 	0 
EE_LHA,TRT_EU_FOR,T,LI	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_LHA,TRT_EU_FOR,T,LT	: 	65 	83 	801 	334 	44 	166 	388 	724 	0 	0 	0 	0 	0 
EE_LHA,TRT_EU_FOR,T,LU	: 	2898 	3017 	2816 	2586 	2364 	2073 	2070 	2052 	2064 	1705 	1741 	1899 	: 
EE_LHA,TRT_EU_FOR,T,LV	0 	4 	58 	0 	0 	0 	0 	9 	140 	505 	423 	514 	: 	: 
EE_LHA,TRT_EU_FOR,T,MT	: 	580 	616 	203 	594 	628 	361 	869 	87 	0 	0 	0 	0 	0 
EE_LHA,TRT_EU_FOR,T,NL	11017 	8502 	7792 	10875 	10727 	10581 	7238 	7116 	0 	0 	6 	36 	23 	: 
EE_LHA,TRT_EU_FOR,T,NO	28097 	26206 	27287 	30047 	27064 	11587 	10381 	9953 	11375 	10211 	9744 	9659 	4672 	: 
EE_LHA,TRT_EU_FOR,T,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_LHA,TRT_EU_FOR,T,PT	: 	506 	1370 	1415 	1228 	104 	793 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_EU_FOR,T,RO	: 	: 	2947 	1282 	1200 	1181 	540 	672 	557 	1915 	1231 	353 	: 	: 
EE_LHA,TRT_EU_FOR,T,SE	0 	0 	253 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 
EE_LHA,TRT_EU_FOR,T,SI	: 	1828 	1703 	1187 	1523 	1079 	1128 	1265 	1161 	1265 	775 	287 	: 	: 
EE_LHA,TRT_EU_FOR,T,SK	: 	680 	1316 	597 	854 	148 	34 	0 	0 	0 	0 	0 	0 	1 
EE_LHA,TRT_EU_FOR,T,UK	0 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,AT	: 	6.68 	4.16 	3.83 	3.64 	3.7 	3.71 	3.81 	3.85 	4.14 	4.17 	3.75 	3.97 	1.33 
EE_LHA,TRT_NAT,KG_HAB,BE	: 	4.54 	4.39 	4.05 	4.01 	4.19 	2.89 	3.73 	3.75 	3.77 	3.35 	3.1 	2.98 	2.83 
EE_LHA,TRT_NAT,KG_HAB,BG	: 	4.84 	4.49 	5.54 	4.06 	3.42 	3.77 	3.96 	4.36 	3.19 	3.38 	2 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,CY	: 	2.35 	1.09 	1.23 	1.13 	0.93 	1.16 	1.54 	2.04 	2.33 	: 	: 	0 	0 
EE_LHA,TRT_NAT,KG_HAB,CZ	: 	3.64 	3.8 	2.95 	2.2 	2.43 	1.87 	2.32 	2.17 	2.1 	1.74 	1.57 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,DE	: 	4.35 	3.89 	3.02 	2.77 	3.2 	2.88 	2.89 	2.94 	3.47 	3.14 	2.76 	5.53 	: 
EE_LHA,TRT_NAT,KG_HAB,DK	: 	4.55 	4.82 	5.07 	5.54 	5.57 	4.67 	6.35 	5.84 	6.72 	7.19 	6.76 	3.3 	: 
EE_LHA,TRT_NAT,KG_HAB,EE	: 	2.93 	2.69 	1.51 	1.14 	0.49 	0.86 	1 	1.46 	0.75 	1.07 	0.34 	0.48 	: 
EE_LHA,TRT_NAT,KG_HAB,EL	: 	3.32 	3.34 d	2.82 	2.39 d	1.98 d	1.83 d	2.33 d	2.92 	4.2 	3.19 	2.1 	0.7 	0.01 
EE_LHA,TRT_NAT,KG_HAB,ES	: 	3.82 	3.26 	2.58 	1.99 	2.73 	1.94 	1.93 	1.72 	1.78 	5.47 	5.27 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,EU27_2020	: 	4.14 s	3.85 s	3.31 	2.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,EU28	: 	4.79 s	4.66 s	3.6 	3.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,FI	: 	5.72 	5.35 	4.79 	4.76 	4.26 	4.09 	3.9 	4.68 	4.44 	4.45 	4.62 	4.04 	1.58 
EE_LHA,TRT_NAT,KG_HAB,FR	: 	6.54 	6.22 	5.43 	4.41 	3.96 	3.85 	3.83 	3.59 	3.4 	2.54 	1.43 	0 	: 
EE_LHA,TRT_NAT,KG_HAB,HR	: 	4.43 	4.74 	2.54 	1.23 	1.46 	1.55 	1.81 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,HU	: 	1.75 	1.1 	1.1 	1.02 	0.75 	0.54 	0.89 	0.94 	1.78 	1.79 	1.67 	0.97 	0.75 
EE_LHA,TRT_NAT,KG_HAB,IE	: 	3.72 	3.52 	3.18 	1.97 	2.04 	2.1 	2.09 	2.59 	2.56 	1.82 	4.5 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,IS	: 	0 	0 	0 	0.49 	0.02 	0 	0.03 	0.01 	0 	: 	: 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,IT	: 	: 	: 	2.91 	2.4 	: 	: 	: 	: 	: 	3.73 	3.21 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,LI	: 	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_LHA,TRT_NAT,KG_HAB,LT	: 	2.17 	1.99 	2.88 	4.03 	2.73 	2.5 	2.03 	1.38 	1.2 	1.93 	1.75 	1.4 	0.12 
EE_LHA,TRT_NAT,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,LV	: 	2.65 	1.25 	1.24 	1.25 	1.17 	1.03 	0.95 	0.86 	0.74 	1.04 	1.05 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,MT	: 	0.96 	0.84 	0.16 	0.75 	0.26 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NAT,KG_HAB,NL	: 	4.34 	3.84 	3.15 	3.07 	2.75 	2.96 	3.16 	3.85 	2.89 	2.37 	2.35 	2.45 	2.59 
EE_LHA,TRT_NAT,KG_HAB,NO	: 	2.91 	3.14 	3.13 	3.33 	5.83 	5.66 	6.18 	6.34 	6.87 	7.54 	5.46 	5.76 	: 
EE_LHA,TRT_NAT,KG_HAB,PL	: 	3.33 	2.97 	2.37 	2.11 	2.16 	2.18 	1.96 	1.4 	1.32 	0.46 	0.2 	0.1 	: 
EE_LHA,TRT_NAT,KG_HAB,PT	: 	3.97 	3.74 	3.24 	2.81 	2.79 	2.32 	3.32 	2.72 	2.09 	2.06 	1.87 	0.22 	0 
EE_LHA,TRT_NAT,KG_HAB,RO	: 	: 	1.22 	1.03 	0.97 	0.96 	0.54 	0.46 	0.67 	0.92 	0.15 	0 	0 	: 
EE_LHA,TRT_NAT,KG_HAB,SE	: 	7.13 	8.19 	7.36 	7.35 	8.83 	8.2 	8.17 	8.03 	7.45 	7.62 	8.1 	6.28 	2.37 
EE_LHA,TRT_NAT,KG_HAB,SI	: 	1.93 	1.64 	0.16 	1.57 	1.49 	1.36 	1.16 	1.33 	1.49 	1.04 	1.15 	: 	: 
EE_LHA,TRT_NAT,KG_HAB,SK	: 	2.66 	2.51 	2.07 	2 	2.06 	2.09 	2.31 	2.33 	2.46 	2.32 	1.68 	0.91 	0.34 
EE_LHA,TRT_NAT,KG_HAB,UK	: 	9.14 	10.14 	5.52 	4.51 d	3.87 	3.5 	3.54 	3.64 	3.87 	: 	: 	: 	: 
EE_LHA,TRT_NAT,T,AT	61905 	58751 	36347 	33096 	31115 	31346 	31285 	32011 	32208 	34557 	34718 	31102 	32832 	10969 
EE_LHA,TRT_NAT,T,BE	54513 	51680 	49788 	45646 	44926 	46707 	32146 	41138 	40876 	40734 	35826 	32892 	31383 	29645 
EE_LHA,TRT_NAT,T,BG	: 	34254 	31980 	39795 	29347 	24814 	27547 	29119 	32225 	23760 	25293 	15118 	: 	: 
EE_LHA,TRT_NAT,T,CY	: 	2023 	930 	1039 	965 	802 	1006 	1310 	1694 	1884 	: 	: 	0 	0 
EE_LHA,TRT_NAT,T,CZ	39617 	38595 	40157 	31153 	23199 	25594 	19624 	24362 	22722 	21929 	18075 	16174 	: 	: 
EE_LHA,TRT_NAT,T,DE	357520 	359748 	320181 	247071 	224332 	257926 	231819 	232160 	240626 	284144 	257761 	226864 	455690 	: 
EE_LHA,TRT_NAT,T,DK	2841 	26227 	27599 	28843 	31238 	31291 	26127 	35370 	32425 	37092 	39485 	36906 	17931 	: 
EE_LHA,TRT_NAT,T,EE	3069 	3863 	3546 	1988 	1502 	645 	1138 	1329 	1941 	1000 	1428 	455 	641 	: 
EE_LHA,TRT_NAT,T,EL	39362 	35680 	35942 d	30468 	26085 d	21715 d	20265 d	25834 d	32428 	46618 	35304 	23172 	7664 	88 
EE_LHA,TRT_NAT,T,ES	215146 	177924 	151663 	119975 	92601 	127200 	90594 	90048 	79982 	82335 	251403 	238440 	: 	: 
EE_LHA,TRT_NAT,T,EU27_2020	: 	1845719 s	1714691 s	1472134 	1274942 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,T,EU28	: 	2449666 s	2379873 s	1831600 	1566104 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,T,FI	34584 	31486 	29408 	26226 	26002 	23151 	22134 	21022 	25078 	23694 	23631 	24455 	21256 	8298 
EE_LHA,TRT_NAT,T,FR	466937 	437130 	415215 	361448 	292730 	260170 	252225 	249478 	232685 	219273 	162931 	91370 	7 	: 
EE_LHA,TRT_NAT,T,HR	20952 	18306 	19777 	10684 	5227 	6214 	6632 	7749 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NAT,T,HU	: 	17177 	10829 	10829 	10104 	7394 	5403 	8856 	9402 	17851 	17984 	16825 	9763 	7526 
EE_LHA,TRT_NAT,T,IE	26103 	17871 	16733 	14937 	9155 	9448 	9654 	9572 	11791 	11597 	8162 	19790 	: 	: 
EE_LHA,TRT_NAT,T,IS	: 	0 	0 	0 	162 	7 	1 	10 	3 	0 	: 	: 	: 	: 
EE_LHA,TRT_NAT,T,IT	: 	: 	: 	176919 	146084 	: 	: 	: 	: 	: 	219277 	187390 	: 	: 
EE_LHA,TRT_NAT,T,LI	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_LHA,TRT_NAT,T,LT	: 	6146 	5717 	8380 	11822 	8076 	7469 	6156 	4274 	3807 	6187 	5657 	4569 	386 
EE_LHA,TRT_NAT,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NAT,T,LV	5041 	5147 	2450 	2461 	2490 	2364 	2104 	1962 	1799 	1579 	2262 	2320 	: 	: 
EE_LHA,TRT_NAT,T,MT	: 	449 	381 	70 	325 	110 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NAT,T,NL	72235 	74266 	65331 	53385 	51765 	46141 	49636 	52787 	63951 	47811 	38938 	38490 	40044 	42332 
EE_LHA,TRT_NAT,T,NO	14420 	15374 	16450 	16231 	17085 	29639 	28421 	30593 	30975 	33156 	35930 	25718 	26847 	: 
EE_LHA,TRT_NAT,T,PL	: 	126347 	112737 	90107 	80054 	82226 	82870 	74497 	53204 	50283 	17469 	7703 	3900 	: 
EE_LHA,TRT_NAT,T,PT	: 	40918 	38668 	33538 	29223 	29124 	24390 	35071 	28772 	22125 	21737 	19675 	2340 	24 
EE_LHA,TRT_NAT,T,RO	: 	: 	24096 	20450 	19266 	19134 	10859 	9315 	13563 	18673 	2995 	103 	30 	: 
EE_LHA,TRT_NAT,T,SE	67733 	71746 	81257 	72092 	71306 	84744 	78079 	77199 	75341 	69240 	70225 	74140 	57042 	21391 
EE_LHA,TRT_NAT,T,SI	: 	3992 	3393 	334 	3238 	3060 	2794 	2377 	2718 	3035 	2108 	2325 	: 	: 
EE_LHA,TRT_NAT,T,SK	: 	14480 	13648 	11203 	10839 	11151 	11278 	12458 	12559 	13264 	12458 	9025 	4881 	1814 
EE_LHA,TRT_NAT,T,UK	304848 	603947 	665182 	359466 	291162 d	248372 	222878 	223840 	228183 	241280 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,AT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,BE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,BG	: 	0.45 	0.11 	0.15 	0.07 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,CY	: 	0 	0 	0 	0 	: 	0.04 	0.02 d	0 	0 	: 	: 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,CZ	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,DE	: 	0 	0 	0 	0.03 	0.01 	0.01 	0 	0.01 	0.01 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,EE	: 	0 	0.08 	0 	0 	0 	0 	0 	0 	0 	0.63 	0 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,EL	: 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,ES	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,EU27_2020	: 	: 	: 	0.01 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,EU28	: 	: 	: 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,FI	: 	0 	0 	0.02 	0.03 	0.03 	0.01 	0.02 	0.02 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,HR	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,HU	: 	0 	0 	0 	0 	0 	0 	0 	0.09 	0.04 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,IE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,IS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,IT	: 	: 	: 	0.03 	0.1 	: 	: 	: 	: 	: 	: 	: 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,LI	: 	4.38 d	4.8 d	4.21 d	2.02 d	1.91 d	0.46 d	0.56 d	0.67 d	0.26 d	0.18 d	0.18 d	: 	: 
EE_LHA,TRT_NEU,KG_HAB,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,LU	: 	0.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,LV	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,MT	: 	0.21 	0 	0.03 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,NL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,NO	: 	0.57 	0.74 	0.56 	1.02 	0.83 	0.98 	1.13 	0.3 	0.3 	0.26 	2.33 	2.89 	: 
EE_LHA,TRT_NEU,KG_HAB,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_LHA,TRT_NEU,KG_HAB,PT	: 	0 	0.08 	0.1 	0.27 	0.15 	0 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,KG_HAB,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,KG_HAB,UK	: 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,AT	12 	9 	7 	35 	14 	1 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,BE	228 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,BG	: 	3195 	781 	1112 	487 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,CY	: 	0 	0 	0 	0 	: 	33 	18 d	0 	0 	: 	: 	0 	0 
EE_LHA,TRT_NEU,T,CZ	13 	0 	0 	32 	0 	2 	1 	0 	13 	1 	2 	0 	: 	: 
EE_LHA,TRT_NEU,T,DE	0 	0 	0 	0 	2691 	1153 	1107 	368 	832 	1113 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	9 	0 	0 	: 
EE_LHA,TRT_NEU,T,EE	259 	0 	100 	0 	0 	0 	0 	0 	0 	0 	839 	0 	0 	: 
EE_LHA,TRT_NEU,T,EL	0 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,EU27_2020	: 	: 	: 	4381 	11941 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,EU28	: 	: 	: 	4381 	11941 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,FI	0 	0 	0 	87 	150 	137 	37 	129 	117 	0 	0 	3 	0 	0 
EE_LHA,TRT_NEU,T,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,T,HR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,HU	: 	3 	2 	21 	18 	1 	16 	18 	939 	396 	0 	0 	11 	6 
EE_LHA,TRT_NEU,T,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,T,IS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,IT	: 	: 	: 	2034 	5805 	: 	: 	: 	: 	: 	: 	: 	0 	0 
EE_LHA,TRT_NEU,T,LI	183 d	166 d	181 d	158 d	75 d	71 d	17 d	20 d	24 d	9 d	6 d	6 d	: 	: 
EE_LHA,TRT_NEU,T,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 
EE_LHA,TRT_NEU,T,LU	: 	179 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_LHA,TRT_NEU,T,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,T,MT	: 	96 	0 	14 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,NL	11 	3 	0 	0 	1 	3 	0 	0 	0 	0 	2 	14 	11 	: 
EE_LHA,TRT_NEU,T,NO	2175 	2995 	3882 	2924 	5248 	4234 	4919 	5586 	1458 	1463 	1260 	10963 	13454 	: 
EE_LHA,TRT_NEU,T,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_LHA,TRT_NEU,T,PT	: 	32 	838 	1046 	2775 	1537 	0 	0 	: 	: 	: 	: 	: 	: 
EE_LHA,TRT_NEU,T,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,T,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_LHA,TRT_NEU,T,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_LHA,TRT_NEU,T,UK	0 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,AT	: 	0.17 	0.16 	0.16 	0.16 	0.15 	0.15 	0.13 	0.12 	0.11 	0.12 	0.09 	0.08 	0.02 
EE_LIT,COL,KG_HAB,BE	: 	0.25 	0.25 	0.24 	0.14 	0.15 	0.15 	0.14 	0.13 	0.13 	0.1 	0.09 	0.09 	0.08 
EE_LIT,COL,KG_HAB,BG	: 	0.13 	0.13 	0.06 d	0.03 d	0.03 	0.03 	0.04 	0.04 	0.03 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,CY	: 	0.04 	0.03 	0.02 	0.05 	0.02 	0.02 	0.02 	0 	0 	0 	0 	: 	: 
EE_LIT,COL,KG_HAB,CZ	: 	0.18 	0.11 	0.06 	0.05 	0.08 	0.03 	0.04 	0.03 	0.04 	0.09 	0.06 	: 	: 
EE_LIT,COL,KG_HAB,DE	: 	0.13 	0.09 	0.02 	0.01 	0.02 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	: 
EE_LIT,COL,KG_HAB,DK	: 	0.33 	0.15 	0.21 	0.14 	0 	0.13 	0.01 	0 	0 	0 	0.02 	0.02 	: 
EE_LIT,COL,KG_HAB,EE	: 	0.02 	0 	0.01 	0.02 	0.02 	0.03 	0.04 	0.02 	0.03 	0 	0 	0 	: 
EE_LIT,COL,KG_HAB,EL	: 	0.13 	0.05 d	0.03 	0.02 d	0.03 d	0.03 d	0.03 d	0.02 	0.01 	0 	0.01 	0 	0 
EE_LIT,COL,KG_HAB,ES	: 	0.12 	0.09 	0.09 	0.08 	0.09 	0.04 	0.03 	0.03 	0.04 	0.04 	0.03 	0 	: 
EE_LIT,COL,KG_HAB,EU27_2020	: 	0.14 s	0.11 s	0.08 	0.06 	0.05 	0.05 	0.04 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,EU28	: 	0.13 s	0.11 s	0.07 	0.05 	0.05 	0.04 	0.04 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,FI	: 	0.19 	0.17 	0.19 	0.14 	0.08 	0.05 	0.03 	0.02 	0.07 	0.05 	0.05 	0.03 	0.02 
EE_LIT,COL,KG_HAB,FR	: 	0.05 	0.05 	0.03 	0.04 	0.03 	0.01 	0.01 	0 	0 	0 	0 	0 	: 
EE_LIT,COL,KG_HAB,HR	: 	0.06 	0.03 	0.02 	0.01 	0.01 	0.02 	0.02 	: 	: 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,HU	: 	0.05 	0.03 	0.02 	0.03 	0.04 	0.04 	0.02 	0.02 	0.03 	0.03 	0.02 	0.01 	0 
EE_LIT,COL,KG_HAB,IE	: 	0.19 	0.12 	0.09 	0.06 	0.13 	0.09 	0.08 	0.21 	0.14 	0.02 	0.03 	: 	: 
EE_LIT,COL,KG_HAB,IS	: 	1.06 	0.69 	0.57 	0.13 	0.1 	0.16 	0.08 	0.05 	0.02 	: 	: 	: 	: 
EE_LIT,COL,KG_HAB,IT	: 	: 	: 	0.01 	0.02 	0.01 	0.01 	0.01 	0.04 	0.06 	0.24 	0.26 	: 	: 
EE_LIT,COL,KG_HAB,LI	: 	0.92 d	0.94 d	0.26 d	0.14 d	0.04 d	0.02 d	0.02 d	0.03 d	0.06 d	0.02 d	0.01 d	: 	: 
EE_LIT,COL,KG_HAB,LT	: 	0.09 	0.07 	0.06 	0.08 	0.08 	0.09 	0.06 	0.04 	0.05 	0.08 	0.07 	0.11 	0.05 
EE_LIT,COL,KG_HAB,LU	: 	0.26 	0.27 	0.26 	0.25 	0.1 	0.24 	0.22 	0.22 	0.22 	0.22 	0.19 	0.14 	: 
EE_LIT,COL,KG_HAB,LV	: 	0.28 	0.17 	0.15 	0.1 	0.09 	0.12 	0.11 	0.08 	0.07 	0.12 	0.15 	: 	: 
EE_LIT,COL,KG_HAB,MT	: 	0.06 	0.04 	0.08 	0.03 	0.02 	0.03 	0.02 	0.06 	0 	0 	0 	0 	0 
